ens_id	gene_symbol	ens_gs	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DE
ENSMUSG00000041064.14	Pif1	ENSMUSG00000041064.14_Pif1	138.225141886687	6.85461999445905	0.508241067666295	13.4869463145385	1.86673464964307e-41	8.36516738881231e-40	UP
ENSMUSG00000027737.10	Slc7a11	ENSMUSG00000027737.10_Slc7a11	1207.09000075938	6.83135554022975	0.58712547995873	11.6352564714274	2.72769010415757e-31	7.93112336392077e-30	UP
ENSMUSG00000049112.9	Oxtr	ENSMUSG00000049112.9_Oxtr	44.0076131803097	6.78336102757211	0.869601510207874	7.80053961262163	6.16430134338416e-15	7.10586972410947e-14	UP
ENSMUSG00000026605.14	Cenpf	ENSMUSG00000026605.14_Cenpf	2418.529389012	6.76613181550958	0.477250528163154	14.1773165585612	1.26595574720746e-45	6.71057218445181e-44	UP
ENSMUSG00000032783.9	Troap	ENSMUSG00000032783.9_Troap	154.749379110356	6.72812098415765	0.47507683722674	14.1621743199122	1.57058361272021e-45	8.30882358451569e-44	UP
ENSMUSG00000114511.1	0710001A04Rik	ENSMUSG00000114511.1_0710001A04Rik	10.1738716997462	6.70477627169743	1.16933669461688	5.73382867617456	9.81885144642971e-09	6.77010695930063e-08	UP
ENSMUSG00000044201.10	Cdc25c	ENSMUSG00000044201.10_Cdc25c	120.421470243873	6.65422692602208	0.513633641076346	12.9552007381717	2.19560993158992e-38	8.92401640335092e-37	UP
ENSMUSG00000028175.15	Depdc1a	ENSMUSG00000028175.15_Depdc1a	172.222234851488	6.64222019190166	0.429814847258035	15.4536778668189	7.12587461870409e-54	5.03971339412486e-52	UP
ENSMUSG00000026683.14	Nuf2	ENSMUSG00000026683.14_Nuf2	367.508757984122	6.55631760092977	0.529306324813981	12.3866224406707	3.08776442631749e-35	1.09918642054611e-33	UP
ENSMUSG00000061615.2	H2ac4	ENSMUSG00000061615.2_H2ac4	74.2294022264275	6.54861320457113	0.641029727386981	10.2157714764105	1.6853310948562e-24	3.53270306463451e-23	UP
ENSMUSG00000019942.13	Cdk1	ENSMUSG00000019942.13_Cdk1	768.04183130391	6.53947069879875	0.800911938515432	8.16503086584063	3.21353038748566e-16	4.09375827623173e-15	UP
ENSMUSG00000083438.1	Gm5402	ENSMUSG00000083438.1_Gm5402	14.5966943689035	6.49397586107481	1.20278731411478	5.3991057145911	6.69739026644524e-08	4.18987603646714e-07	UP
ENSMUSG00000114306.1	Gm3227	ENSMUSG00000114306.1_Gm3227	8.70117715266264	6.48868479475328	1.1485837429014	5.64929186474679	1.61110118369318e-08	1.08203503427736e-07	UP
ENSMUSG00000059606.3	Rnase2b	ENSMUSG00000059606.3_Rnase2b	8.39735840676621	6.41871969931688	1.20163574944608	5.34165174619325	9.21034692294339e-08	5.6885679871772e-07	UP
ENSMUSG00000118120.1	Gm33732	ENSMUSG00000118120.1_Gm33732	8.2697405574479	6.41373422106401	1.21964467724729	5.25869078159688	1.45084614647456e-07	8.77186186019301e-07	UP
ENSMUSG00000020330.16	Hmmr	ENSMUSG00000020330.16_Hmmr	517.794358112753	6.33815897530436	0.237624689406565	26.6729816296995	9.68949133043205e-157	6.00816063589093e-154	UP
ENSMUSG00000051378.10	Kif18b	ENSMUSG00000051378.10_Kif18b	346.639437632064	6.27641213917291	0.431361596760908	14.5502339250931	5.82036785387967e-48	3.38839449973785e-46	UP
ENSMUSG00000116879.1	Gm49794	ENSMUSG00000116879.1_Gm49794	7.44613604191255	6.2627106593033	1.22008058509532	5.133030338987	2.85113925855932e-07	1.67260563368465e-06	UP
ENSMUSG00000015134.15	Aldh1a3	ENSMUSG00000015134.15_Aldh1a3	2683.85398352314	6.25633613870614	0.453304237159365	13.8016273086515	2.49163812695056e-43	1.21554106435036e-41	UP
ENSMUSG00000045273.8	Cenph	ENSMUSG00000045273.8_Cenph	40.6343227128301	6.25568365135866	0.76485188737398	8.17894778665807	2.86333138122639e-16	3.65987558090312e-15	UP
ENSMUSG00000112831.1	Gm35533	ENSMUSG00000112831.1_Gm35533	185.023531577944	6.23134174891442	0.641895111718726	9.70772581867698	2.79503584285109e-22	5.12897733502675e-21	UP
ENSMUSG00000069308.7	Hist1h2bp	ENSMUSG00000069308.7_Hist1h2bp	12.0973725188545	6.22672346650399	1.14348941948142	5.44537042531433	5.16976855618386e-08	3.28116017647061e-07	UP
ENSMUSG00000117666.1	Gm550	ENSMUSG00000117666.1_Gm550	7.11944810249391	6.20199643669753	1.23634496689116	5.01639639646265	5.2649646344891e-07	2.99572667625657e-06	UP
ENSMUSG00000106445.1	Gm21190	ENSMUSG00000106445.1_Gm21190	7.07352192760501	6.18055144062049	1.25378240191918	4.92952479725336	8.24298729045748e-07	4.55886268669296e-06	UP
ENSMUSG00000020334.6	Slc22a4	ENSMUSG00000020334.6_Slc22a4	210.938894992086	6.1760442312756	0.628189356043196	9.8315009190492	8.23816937194961e-23	1.57345494243763e-21	UP
ENSMUSG00000034773.16	Hrob	ENSMUSG00000034773.16_Hrob	96.030458226095	6.16815396588229	0.500792282642148	12.3167911720594	7.35635443562589e-35	2.54784412062734e-33	UP
ENSMUSG00000028718.16	Stil	ENSMUSG00000028718.16_Stil	468.047673769857	6.1672623814008	0.236219124648839	26.1082263790834	2.94031907689557e-150	1.66803675632482e-147	UP
ENSMUSG00000020897.12	Aurkb	ENSMUSG00000020897.12_Aurkb	443.105624392009	6.14852949791488	0.253122703749078	24.2907072611311	2.45778262234928e-130	1.00818243168767e-127	UP
ENSMUSG00000031872.14	Bean1	ENSMUSG00000031872.14_Bean1	1082.42711113403	6.14298188417698	0.39869843581839	15.4075896274024	1.45539937589818e-53	1.01851216691793e-51	UP
ENSMUSG00000113447.1	Gm48538	ENSMUSG00000113447.1_Gm48538	11.3336831752317	6.12260946583072	1.1063232461085	5.53419580341191	3.12659544761112e-08	2.03526402391737e-07	UP
ENSMUSG00000062727.4	H2bc12	ENSMUSG00000062727.4_H2bc12	250.224125417266	6.11416682487818	0.310984820048543	19.6606600409749	4.68590849616951e-86	7.48145977445315e-84	UP
ENSMUSG00000024791.10	Cdca5	ENSMUSG00000024791.10_Cdca5	156.495576449861	6.1050218973165	0.389646513533594	15.6681034868034	2.49926198756781e-55	1.84592305746594e-53	UP
ENSMUSG00000103576.1	Gm38188	ENSMUSG00000103576.1_Gm38188	6.5706007417163	6.07707530088226	1.16776767121757	5.2040105670557	1.95032909038763e-07	1.16334730507842e-06	UP
ENSMUSG00000027977.15	Ndst3	ENSMUSG00000027977.15_Ndst3	98.9662555711747	6.07524679530679	0.49755026423665	12.2103176944897	2.73817884202004e-34	9.2885575654937e-33	UP
ENSMUSG00000028678.13	Kif2c	ENSMUSG00000028678.13_Kif2c	352.03369903117	6.07283825149741	0.26132036238542	23.2390549135265	1.8355068180778e-119	6.43948924873793e-117	UP
ENSMUSG00000115306.1	Gm49159	ENSMUSG00000115306.1_Gm49159	10.723669970117	6.04490610611693	1.12901539441416	5.35413966543266	8.59644437445516e-08	5.32791716308921e-07	UP
ENSMUSG00000069272.6	H2ac8	ENSMUSG00000069272.6_H2ac8	114.414341996094	6.03503574909206	0.447489390156466	13.4864331576261	1.87976949023033e-41	8.40944528825691e-40	UP
ENSMUSG00000102246.1	9430037O13Rik	ENSMUSG00000102246.1_9430037O13Rik	6.40880592914824	6.03372480182646	1.23527794022075	4.88450785476522	1.03687509494735e-06	5.65940648036464e-06	UP
ENSMUSG00000060371.12	Caln1	ENSMUSG00000060371.12_Caln1	10.7104811188199	6.03279708407107	1.1117853878663	5.42622447633441	5.75585633054123e-08	3.62981072235622e-07	UP
ENSMUSG00000041431.16	Ccnb1	ENSMUSG00000041431.16_Ccnb1	485.555237729747	6.02209918535365	0.23195705497758	25.9621298689782	1.32656336909811e-148	7.36878314797144e-146	UP
ENSMUSG00000022033.9	Pbk	ENSMUSG00000022033.9_Pbk	429.541575712745	6.0100104708636	0.36513030083	16.4599061135213	7.12108171158877e-61	6.10512545582287e-59	UP
ENSMUSG00000092090.2	Gm3294	ENSMUSG00000092090.2_Gm3294	34.4141077374959	5.99844914107907	0.797077290354811	7.5255551922812	5.2496772336923e-14	5.63949009193947e-13	UP
ENSMUSG00000040204.6	Pclaf	ENSMUSG00000040204.6_Pclaf	459.921515581082	5.94030865590786	0.228975468466333	25.942991603842	2.18150261533409e-148	1.1870490659725e-145	UP
ENSMUSG00000069267.2	H3c2	ENSMUSG00000069267.2_H3c2	188.795404619418	5.94024943075134	0.34309083701397	17.3139261964885	3.69348351142515e-67	3.71620191943882e-65	UP
ENSMUSG00000106627.1	Gm21680	ENSMUSG00000106627.1_Gm21680	5.96370115851421	5.93522759174892	1.26205179795171	4.70283993207068	2.56567560145767e-06	1.3381965681077e-05	UP
ENSMUSG00000037544.14	Dlgap5	ENSMUSG00000037544.14_Dlgap5	414.278062395018	5.92367284954737	0.238953224686202	24.7900937822725	1.14654900129696e-135	4.93071548735177e-133	UP
ENSMUSG00000035683.13	Melk	ENSMUSG00000035683.13_Melk	267.562825716489	5.91538916374694	0.395867997739245	14.9428324530627	1.73443418050095e-50	1.09846124833009e-48	UP
ENSMUSG00000029414.11	Kntc1	ENSMUSG00000029414.11_Kntc1	683.720398995393	5.90264914817795	0.330293445051222	17.8709242845027	1.98675128215312e-71	2.23513710700627e-69	UP
ENSMUSG00000085020.1	2310081O03Rik	ENSMUSG00000085020.1_2310081O03Rik	9.74255298222656	5.89871168385366	1.12993191302936	5.22041338582886	1.78524186428657e-07	1.06870013083684e-06	UP
ENSMUSG00000020914.17	Top2a	ENSMUSG00000020914.17_Top2a	4448.97980889149	5.86022924389485	0.294564292409259	19.8945676543605	4.53501430116382e-88	7.55731789449568e-86	UP
ENSMUSG00000027326.13	Knl1	ENSMUSG00000027326.13_Knl1	797.146899080797	5.80863505212393	0.286529019752311	20.272414491018	2.25325932395596e-91	4.14335540376812e-89	UP
ENSMUSG00000041552.7	Ptchd1	ENSMUSG00000041552.7_Ptchd1	89.9367939759416	5.80493788023055	0.641241518788404	9.05265443697206	1.39534310423814e-19	2.16933138124207e-18	UP
ENSMUSG00000096670.1	Ighv2-6	ENSMUSG00000096670.1_Ighv2-6	5.50865079583187	5.80466754947989	1.38344304025837	4.19581246250358	2.71895158414195e-05	0.000123438457496981	UP
ENSMUSG00000038379.15	Ttk	ENSMUSG00000038379.15_Ttk	257.693627448389	5.80182742612314	0.662229238627693	8.76105597231858	1.93429721636461e-18	2.82134391028062e-17	UP
ENSMUSG00000002055.9	Spag5	ENSMUSG00000002055.9_Spag5	545.305418991436	5.74832647351294	0.200328232320604	28.6945399903162	4.4632631459001e-181	4.57707635612056e-178	UP
ENSMUSG00000087579.7	Hectd2os	ENSMUSG00000087579.7_Hectd2os	57.2014810033813	5.74169427660329	0.561674006560551	10.2224674981186	1.57285326579364e-24	3.30472707847564e-23	UP
ENSMUSG00000024989.15	Cep55	ENSMUSG00000024989.15_Cep55	388.976971870021	5.71731148996151	0.601105601257774	9.51132625947655	1.882469958362e-21	3.26560159400169e-20	UP
ENSMUSG00000085300.1	Gm16345	ENSMUSG00000085300.1_Gm16345	5.11543592866507	5.69665051022871	1.28696037880325	4.42643814374925	9.58018374315767e-06	4.6299640285318e-05	UP
ENSMUSG00000040612.13	Ildr2	ENSMUSG00000040612.13_Ildr2	5197.3872733042	5.69476115228583	0.334207673471192	17.039588268989	4.17661521228876e-65	3.96302816388809e-63	UP
ENSMUSG00000063021.3	H2ac15	ENSMUSG00000063021.3_H2ac15	82.592838625652	5.67660292089982	0.482926749453644	11.7545837486161	6.6889563159478e-32	1.99941302973225e-30	UP
ENSMUSG00000094338.1	H2bc13	ENSMUSG00000094338.1_H2bc13	211.653488611787	5.67347693819124	0.292741841733747	19.3804783921233	1.12793533855342e-83	1.77953490721004e-81	UP
ENSMUSG00000058773.2	H1f5	ENSMUSG00000058773.2_H1f5	429.55484328426	5.66844206642663	0.229627015691672	24.6854319355778	1.53340163299291e-134	6.48969646674444e-132	UP
ENSMUSG00000118317.1	Gm30641	ENSMUSG00000118317.1_Gm30641	4.81013258632649	5.63326817067927	1.29028522891231	4.36590921483928	1.26595055314426e-05	6.00392024163739e-05	UP
ENSMUSG00000099474.1	1700097N02Rik	ENSMUSG00000099474.1_1700097N02Rik	4.80414004514302	5.62246250920207	1.23174611840189	4.56462774690685	5.00381429356912e-06	2.51634667124544e-05	UP
ENSMUSG00000036223.16	Ska1	ENSMUSG00000036223.16_Ska1	72.7557680147946	5.62090205624341	0.50487805676179	11.1331874716343	8.64864694360763e-29	2.2607732691903e-27	UP
ENSMUSG00000027379.13	Bub1	ENSMUSG00000027379.13_Bub1	440.068519968318	5.61452874691406	0.228211612852677	24.6022920425988	1.19381510695553e-133	4.973545655743e-131	UP
ENSMUSG00000037725.8	Ckap2	ENSMUSG00000037725.8_Ckap2	492.577468779842	5.61316960850058	0.208251280314595	26.9538300077725	5.1440995480096e-160	3.51684939098923e-157	UP
ENSMUSG00000031004.8	Mki67	ENSMUSG00000031004.8_Mki67	6212.48579270555	5.612348682559	0.369379000455259	15.1940112341031	3.87465918965681e-52	2.59572959733215e-50	UP
ENSMUSG00000001403.13	Ube2c	ENSMUSG00000001403.13_Ube2c	247.737143808812	5.61186798528203	0.409663993151357	13.6987093791488	1.03344911208418e-42	4.8942901732683e-41	UP
ENSMUSG00000107730.1	Gm44238	ENSMUSG00000107730.1_Gm44238	4.78264528542602	5.611153445458	1.23062600899551	4.55959276371711	5.12529134041323e-06	2.57306802879755e-05	UP
ENSMUSG00000026622.15	Nek2	ENSMUSG00000026622.15_Nek2	338.458199451686	5.59200175301317	0.334775144465581	16.7037542824154	1.23071447641206e-62	1.10115906324077e-60	UP
ENSMUSG00000027469.16	Tpx2	ENSMUSG00000027469.16_Tpx2	1253.26345902933	5.58175152346268	0.346019719852729	16.1313104520122	1.53723720687511e-58	1.24204108020942e-56	UP
ENSMUSG00000076587.3	Igkv6-20	ENSMUSG00000076587.3_Igkv6-20	4.64383981391038	5.5800235500418	1.39786181966615	3.99182771253777	6.55660017319062e-05	0.00028042770358964	UP
ENSMUSG00000079553.11	Kifc1	ENSMUSG00000079553.11_Kifc1	439.821061911424	5.57039292008172	0.220519016745674	25.2603743762657	8.71156902132199e-141	3.93689092907641e-138	UP
ENSMUSG00000012443.4	Kif11	ENSMUSG00000012443.4_Kif11	1127.34745312107	5.55802290501429	0.272960418290822	20.3620105061994	3.63363242960551e-92	6.92025296218369e-90	UP
ENSMUSG00000104781.1	Gm43303	ENSMUSG00000104781.1_Gm43303	62.7102253739329	5.55376850610167	0.509149503389507	10.9079326781803	1.05631171415831e-27	2.61751294001887e-26	UP
ENSMUSG00000022034.10	Esco2	ENSMUSG00000022034.10_Esco2	245.834451043044	5.55181373478672	0.275306029802274	20.1659721684049	1.94879171934648e-90	3.44110156377053e-88	UP
ENSMUSG00000028873.16	Cdca8	ENSMUSG00000028873.16_Cdca8	366.119495053369	5.52548755307336	0.461285191608805	11.9784628979793	4.60787940665227e-33	1.45396317892982e-31	UP
ENSMUSG00000042489.15	Clspn	ENSMUSG00000042489.15_Clspn	389.481024918443	5.51999674182873	0.21465597173882	25.7155517133487	7.83209321907115e-146	3.94013399056781e-143	UP
ENSMUSG00000026955.13	Sapcd2	ENSMUSG00000026955.13_Sapcd2	85.7085473238177	5.5139828060353	0.429850570935153	12.8276735658149	1.14758549512508e-37	4.55328453222024e-36	UP
ENSMUSG00000062444.15	Ap3b2	ENSMUSG00000062444.15_Ap3b2	4.3969958898581	5.5053018438298	1.25601389511668	4.3831536141711	1.16973570585684e-05	5.58236318690908e-05	UP
ENSMUSG00000069310.4	H3c3	ENSMUSG00000069310.4_H3c3	445.415377031818	5.49735991427598	0.582341737984551	9.44009257056174	3.72450208770288e-21	6.38215932933302e-20	UP
ENSMUSG00000096177.2	Gm5070	ENSMUSG00000096177.2_Gm5070	4.45474611839005	5.49373440635119	1.34107359697198	4.09651969791632	4.19407816265476e-05	0.000184562974172081	UP
ENSMUSG00000095210.2	Ighv5-9-1	ENSMUSG00000095210.2_Ighv5-9-1	7.42318936607722	5.49330504315023	1.20578791571761	4.55578047477857	5.21914223538604e-06	2.61821240681276e-05	UP
ENSMUSG00000104474.1	Gm38210	ENSMUSG00000104474.1_Gm38210	4.35958324800201	5.49158031393561	1.40666275307619	3.90397790936474	9.46244216432265e-05	0.000394707596100336	UP
ENSMUSG00000046591.10	Ticrr	ENSMUSG00000046591.10_Ticrr	192.908805813802	5.48283056246459	0.309082566879525	17.7390482349711	2.094526801974e-70	2.31727668552003e-68	UP
ENSMUSG00000036768.6	Kif15	ENSMUSG00000036768.6_Kif15	605.046604164087	5.4505423834427	0.192646707156312	28.2929434086832	4.22071215360421e-176	4.01917314826961e-173	UP
ENSMUSG00000116299.1	Gm29904	ENSMUSG00000116299.1_Gm29904	7.11606279182967	5.44969692762939	1.24168637038784	4.38894801263475	1.13900290778294e-05	5.44544280620701e-05	UP
ENSMUSG00000046179.17	E2f8	ENSMUSG00000046179.17_E2f8	223.755473736165	5.44812164928381	0.543346612967265	10.0269726897369	1.16019268632911e-23	2.32588102222504e-22	UP
ENSMUSG00000061991.2	H2ac10	ENSMUSG00000061991.2_H2ac10	46.696497666412	5.43732485004438	0.580891234616203	9.36031485074283	7.94994335630073e-21	1.33314050131476e-19	UP
ENSMUSG00000017716.15	Birc5	ENSMUSG00000017716.15_Birc5	271.26715338756	5.42162321541061	0.535892160409076	10.1170041585829	4.64413230855677e-24	9.52511536484993e-23	UP
ENSMUSG00000028068.14	Iqgap3	ENSMUSG00000028068.14_Iqgap3	1297.12058900253	5.38427838014692	0.25260373911177	21.3151175001592	8.22008387831594e-101	1.92256224953981e-98	UP
ENSMUSG00000031262.12	Cenpi	ENSMUSG00000031262.12_Cenpi	223.411578623398	5.38387349441502	0.551896584059109	9.75522163014222	1.75217532777317e-22	3.27847373785375e-21	UP
ENSMUSG00000033737.14	Fndc3c1	ENSMUSG00000033737.14_Fndc3c1	11.2409010237595	5.38211422787185	1.10161573427124	4.88565482539365	1.03085661432281e-06	5.62886133681941e-06	UP
ENSMUSG00000032218.7	Ccnb2	ENSMUSG00000032218.7_Ccnb2	518.770963909565	5.38003800795401	0.185743561244964	28.9648694786176	1.82350721442059e-184	2.11392055904766e-181	UP
ENSMUSG00000023505.13	Cdca3	ENSMUSG00000023505.13_Cdca3	258.019936628672	5.37727360506506	0.247237009034571	21.7494687630409	6.98842640956361e-105	1.75785295620938e-102	UP
ENSMUSG00000029307.7	Dmp1	ENSMUSG00000029307.7_Dmp1	6.77178253250077	5.36232468429284	1.19175311395327	4.49952647197621	6.81049988710072e-06	3.3702367945391e-05	UP
ENSMUSG00000101750.3	Olfr1392	ENSMUSG00000101750.3_Olfr1392	3.92766821576636	5.35348582820245	1.35033834140433	3.96455144910934	7.35340864365765e-05	0.000312253439506042	UP
ENSMUSG00000027715.9	Ccna2	ENSMUSG00000027715.9_Ccna2	938.546355715359	5.33793446601157	0.158648620113198	33.6462709994128	3.53513680975424e-248	3.01540636939025e-244	UP
ENSMUSG00000024056.10	Ndc80	ENSMUSG00000024056.10_Ndc80	334.006035805718	5.32715467846841	0.223792393366633	23.8040024431978	3.03577965167188e-125	1.1400421528525e-122	UP
ENSMUSG00000027338.16	Prnd	ENSMUSG00000027338.16_Prnd	3.85818239154405	5.32409061004467	1.48046951170786	3.59621766469398	0.000322877663298964	0.00122546436107335	UP
ENSMUSG00000020649.11	Rrm2	ENSMUSG00000020649.11_Rrm2	812.634432496989	5.30006293603862	0.174248355301528	30.4167171441424	3.30214176973351e-203	8.00409145512768e-200	UP
ENSMUSG00000002266.17	Zim1	ENSMUSG00000002266.17_Zim1	117.56253940634	5.29967698064781	0.621779183079168	8.52340690211403	1.54927318010353e-17	2.13589817999485e-16	UP
ENSMUSG00000049235.8	Gm7324	ENSMUSG00000049235.8_Gm7324	37.3816364121069	5.27932598337032	0.615099292664149	8.58288417225166	9.25235080602749e-18	1.28889984086265e-16	UP
ENSMUSG00000033213.16	AA467197	ENSMUSG00000033213.16_AA467197	199.368647082263	5.27433220665075	0.546954386270843	9.64309335301497	5.25791712526866e-22	9.46602594942864e-21	UP
ENSMUSG00000094655.1	Gm25360	ENSMUSG00000094655.1_Gm25360	434.617649043144	5.26352331116766	0.768801941828055	6.84639700395666	7.57331251160032e-12	6.92717775289192e-11	UP
ENSMUSG00000029092.9	D5Ertd615e	ENSMUSG00000029092.9_D5Ertd615e	277.40627495816	5.26346744449124	0.406242412575517	12.9564695402473	2.15960361068289e-38	8.79107039261646e-37	UP
ENSMUSG00000108798.1	Gm9521	ENSMUSG00000108798.1_Gm9521	3.76913088025759	5.25691565407107	1.40289332175551	3.74719557969869	0.000178822656387658	0.000709305041247267	UP
ENSMUSG00000033952.14	Aspm	ENSMUSG00000033952.14_Aspm	896.462267918733	5.25205856535007	0.300091717924172	17.50151121024	1.39517785598503e-68	1.47617568151305e-66	UP
ENSMUSG00000099517.2	H3c8	ENSMUSG00000099517.2_H3c8	86.2828090651667	5.24766801241437	0.661403565458306	7.93413928571447	2.1196011394572e-15	2.52750112617833e-14	UP
ENSMUSG00000026039.9	Sgo2a	ENSMUSG00000026039.9_Sgo2a	225.315207460625	5.23465588902134	0.794249830339213	6.59069185672434	4.37781665016101e-11	3.77508814176077e-10	UP
ENSMUSG00000083518.1	Gm9429	ENSMUSG00000083518.1_Gm9429	3.65764302563736	5.23104376959328	1.32953034721395	3.93450497805862	8.33683410027473e-05	0.000351438747218379	UP
ENSMUSG00000015880.13	Ncapg	ENSMUSG00000015880.13_Ncapg	504.171106791348	5.22338351935485	0.310119875344098	16.8431111148847	1.17872968619663e-63	1.09126630635628e-61	UP
ENSMUSG00000107992.1	Gm44223	ENSMUSG00000107992.1_Gm44223	3.60047823848473	5.20932145772418	1.46146836992086	3.56444351786162	0.000364628956268342	0.00137046826345966	UP
ENSMUSG00000046295.13	Ankle1	ENSMUSG00000046295.13_Ankle1	109.733882290291	5.2070791917137	0.355513760483421	14.6466319183629	1.4156107404959e-48	8.40633166455283e-47	UP
ENSMUSG00000039396.11	Neil3	ENSMUSG00000039396.11_Neil3	251.233274558502	5.19793835629971	0.272023658895158	19.1084054137477	2.14936811918066e-81	3.20159788612927e-79	UP
ENSMUSG00000109462.1	Gm6334	ENSMUSG00000109462.1_Gm6334	3.62031018645281	5.19758628436098	1.37640503883313	3.77620405165568	0.000159236556670412	0.000636826805235216	UP
ENSMUSG00000061988.3	Rpl10a-ps2	ENSMUSG00000061988.3_Rpl10a-ps2	3.60383415839	5.18874849196727	1.45174809676919	3.57413831195276	0.000351383161401234	0.00132479202947414	UP
ENSMUSG00000099378.1	1700067G17Rik	ENSMUSG00000099378.1_1700067G17Rik	3.50275349505367	5.18351140802772	1.3846473595105	3.74356067804888	0.000181430762912075	0.000718474444010789	UP
ENSMUSG00000112026.1	Gm6653	ENSMUSG00000112026.1_Gm6653	5.87235513534446	5.17934698932764	1.26021392876317	4.10989505124014	3.95838978831096e-05	0.000174942063526827	UP
ENSMUSG00000099762.3	Gm21149	ENSMUSG00000099762.3_Gm21149	3.489236363465	5.17401887664235	1.31510347490755	3.93430553212255	8.343759180966e-05	0.000351675072782321	UP
ENSMUSG00000108344.1	Gm8952	ENSMUSG00000108344.1_Gm8952	3.54387665169219	5.16778277970311	1.33513349627479	3.87061128652824	0.000108562782832675	0.000448431393973179	UP
ENSMUSG00000041193.15	Pla2g5	ENSMUSG00000041193.15_Pla2g5	9.87435262060279	5.15822696144873	1.1688349720086	4.41313537409348	1.01884244028531e-05	4.9052719366788e-05	UP
ENSMUSG00000101969.2	Gm20125	ENSMUSG00000101969.2_Gm20125	3.47813015485746	5.15674843491508	1.45309042323714	3.54881454894394	0.000386969510933295	0.00144871778573637	UP
ENSMUSG00000111617.1	Gm47148	ENSMUSG00000111617.1_Gm47148	3.44551395966586	5.15122012673238	1.35099337066218	3.81291295619575	0.000137338491138875	0.00055663240155292	UP
ENSMUSG00000024268.16	Celf4	ENSMUSG00000024268.16_Celf4	320.952560385357	5.1339549710433	0.243441304580691	21.089087490252	1.00175202663481e-98	2.24451380555999e-96	UP
ENSMUSG00000001228.14	Uhrf1	ENSMUSG00000001228.14_Uhrf1	1450.69006925638	5.13204860379172	0.265890568717538	19.3013563006201	5.23178226112811e-83	8.01695462232522e-81	UP
ENSMUSG00000117988.1	Gm8663	ENSMUSG00000117988.1_Gm8663	14.1625147350471	5.13099272339749	0.979300827670225	5.23944489621664	1.61060328232142e-07	9.69379578251378e-07	UP
ENSMUSG00000023015.14	Racgap1	ENSMUSG00000023015.14_Racgap1	1091.00975743122	5.12701176853433	0.23457982509757	21.8561496769888	6.79389397313603e-106	1.77593720593849e-103	UP
